1956-07-01 13:00,"{'4593': 2.721175803064714, '4178': 0.45193927815182633, '5852': 0.12480632812476689, '4048': 0.39779857565392973, '4090': 4.900016842112118, '5929': 0.8523999177334014, '3917': 9.614106690020778, '5249': 11.244419396177154, '4269': 2.8567853950062947, '5279': 11.647957629311037, '4625': 11.305576794625741, '3943': 4.0328962196806755, '4150': 1.5139396951828985, '5189': 1.9310554736607948, '3915': 11.518274036540197, '5698': 1.6993602566954413, '6096': 3.0352496483926448, '5920': 3.3017106576717117, '5690': 4.439205316625721, '5742': 1.0149919918207189, '5871': 0.7604408825158187, '3914': 28.675735964159863, '6082': 5.858804041642266, '6056': 3.967453134077715, '5798': 0.5510149332533754, '4367': 19.820912585461997, '5953': 2.1938603326168944, '6036': 3.982023271612494, '6094': 1.70546477962451, '4064': 0.2372733194363843, '6098': 0.5228587150870343, '6095': 0.4927499326801392, '6058': 0.07214799497563829}",4.771042601,
1957-07-01 13:00,"{'4235': 0.1128753620920897, '5565': 6.7271217657216384, '5007': 0.007995067971834802, '4588': 0.24985428309371804, '4198': 0.6306439331011056, '3915': 0.5263212688958494, '5776': 1.957979248882786, '6030': 2.034365750193305, '6095': 0.5279090289919814, '6081': 0.3525911438150171, '5798': 1.1891444782524534, '3938': 1.2960713748913828, '4177': 0.6165724856841395, '4058': 0.299002779526802, '5928': 6.1847573833246825, '5698': 2.6017930116656487, '5875': 7.872018297890292, '4598': 0.05870615495810205, '4026': 0.12437921916516759, '6058': 1.652937166763051, '6036': 1.359880128041098, '5618': 1.767329923279508, '5690': 0.4759314698261137, '4091': 0.0809488586992666, '6082': 1.0917424357433925, '6089': 6.908426651167136, '3917': 1.458992240858308, '6098': 9.177887439892038, '4168': 0.6157518180108235, '3914': 1.6767345562072327}",1.987888824,
1958-07-01 13:00,"{'3915': 2.719947794869372, '4006': 2.680478794873805, '4688': 1.6816139741597835, '5741': 11.553415246551026, '4487': 1.0231839121662212, '5833': 1.8235483468433027, '4127': 4.569577089148237, '5400': 4.296770517775155, '4076': 4.253075509516542, '6081': 0.4259309817622654, '5621': 0.5565986292968264, '3914': 2.128400890470786, '6024': 4.773220429873065, '4906': 1.1186389950269522, '5835': 6.932840022414401, '5698': 4.97057085583892, '6082': 2.0219100067319764, '4168': 12.687279148848337, '5928': 8.055635861359416, '5334': 4.664019704679946, '6036': 1.3551023619668747, '5959': 12.8139477548109, '6096': 4.669193711408691, '6095': 2.7071230844552128, '3938': 13.304659709057127, '6094': 2.253437657138484, '5798': 6.711374428470928, '6058': 0.9166038050895826, '3996': 16.863025018446766, '4152': 7.185709316786635, '3917': 24.229153442347435, '5690': 6.334206552985639, '4036': 8.680245947499335, '6098': 7.279252037414126}",5.830579163,
1959-07-01 13:00,"{'5979': 1.7955972222297198, '4221': 40.91777331427442, '4674': 3.7707549271801346, '5864': 4.677947799560789, '5959': 25.86015227777806, '4706': 2.1031415760570997, '4104': 3.7040265329790376, '5368': 9.87481761171551, '5694': 16.057785591116968, '5837': 1.5806731195562023, '3914': 2.3850869015353604, '3924': 2.194860801994139, '4092': 6.8379919580021795, '4152': 2.7846966361826793, '4592': 8.995130721530783, '5698': 1.0753043748971063, '5726': 1.1643585581501483, '4012': 1.4231242171797085, '4029': 2.216246144224426, '6058': 0.6616979465843904, '4200': 0.6451561005902526, '3936': 5.233355995838065, '5811': 9.4740287497882, '6089': 5.399898285010079, '6056': 9.416203944802737, '6095': 1.0211251613512318, '5715': 0.6603458528525064, '6036': 0.28490456951218945, '3919': 3.4707214078758604, '6082': 2.1416149667556335, '4168': 1.4074575097187747, '5760': 2.145083381507453, '6094': 1.942782618803351, '3926': 2.3238599602369163}",5.460226669,
1960-07-01 13:00,"{'5613': 0.08378238526459358, '6056': 1.1004048810628624, '5388': 0.6710021862236503, '4005': 0.34927635450559824, '3938': 9.862464655610427, '3914': 2.398230036382043, '4150': 1.5071043404952968, '4781': 3.405647998505878, '8651': 4.323733888797539, '6058': 2.1497190949283733, '5760': 0.3642798016722295, '4487': 0.33141868279566955, '4102': 2.3721866645323497, '5959': 3.3119392869002073, '5811': 0.11035782688351303, '4055': 5.423387969290088, '4155': 0.6066761550849278, '4906': 0.03011033942018604, '4721': 0.050057606455110704, '5793': 3.524624303151417, '6087': 1.4653830407193744, '3969': 6.969867335786199, '6089': 3.0602042709221227, '5925': 0.33704745026592, '4269': 0.5775221017310915, '5690': 3.6483626771019253, '6095': 0.4174124601982374, '6094': 15.68402506473883, '5864': 0.8824054229640687, '5742': 6.380252478407482, '6098': 5.928657527370337, '4208': 0.9092432847868043, '3919': 2.080248896012261, '3926': 0.9400592910919952, '6034': 2.901197231438826, '5920': 0.5800158776137542, '5698': 0.2413626370608517, '6082': 2.0633445108161834}",2.553763579,
1961-07-01 13:00,"{'5838': 0.14629087443465716, '4012': 3.6320368129026903, '4412': 1.1393988422124521, '4160': 0.9295070531597509, '5358': 1.7305439087638463, '4618': 2.329288572052412, '4230': 0.8337190201903697, '4208': 0.5492988170248783, '5690': 2.1586683197811256, '5588': 13.634688081916869, '4190': 5.952431320803105, '6056': 0.12530667157507924, '5818': 0.3800446865230267, '3960': 0.6662819360943462, '4110': 3.416214382163476, '5929': 0.10127154999611587, '6058': 1.1001506665762593, '5920': 0.06071651213643836, '4005': 3.3513619664211434, '6098': 0.25093863826309537, '3926': 2.965308966570573, '3914': 4.544811672149151, '6089': 1.0486598362867423, '6034': 1.9933693992973873, '6087': 0.5607461059731733, '6082': 1.2937963706624478, '6094': 2.1612155760279226, '6083': 2.221197385944335, '5698': 2.767388918846866, '5798': 0.2650747639172657, '6095': 0.050006179425003294, '3915': 1.4945484875323016}",1.995446322,
1962-07-01 13:00,"{'5185': 0.00027208755944635454, '5905': 1.3172961183256091, '5465': 0.19804744750562692, '5607': 0.018385060104375323, '5967': 0.2823672376961679, '4113': 0.00440900967529817, '5979': 0.003251601909022586, '5875': 0.001988704548602366, '4023': 0.04662002604748004, '4551': 0.0358548522450694, '4155': 0.0035154286032398757, '6036': 0.017656731807363407, '4104': 0.00043325882764760903, '5798': 2.7659955782053003, '5343': 0.2631069233310731, '3936': 2.9840205457553184, '6082': 1.030915853338305, '5832': 1.2979098589199674, '6056': 0.04314400309951173, '6087': 3.77564490598481, '3914': 0.014467724877132049, '6058': 0.1784336509112685, '6095': 0.151425538273112, '3920': 0.07291775384905107, '6094': 0.2535198004679007, '4088': 0.011805345049098595, '5715': 8.904660736921855, '5707': 0.014369029938590627, '5698': 3.7826344050365743, '3917': 0.604140418714242, '6089': 1.9688720503071981, '3926': 0.040942737097394086, '6098': 0.6379141641848566}",0.931119351,
1963-07-01 13:00,"{'4183': 1.6089894328731522, '4703': 0.12063525745826897, '5585': 0.9831810063884889, '5530': 9.995717402407404, '5818': 2.2680262121583086, '4004': 1.2841128092748615, '5814': 8.318779870501096, '4558': 0.0685449396445783, '3919': 1.4522053397621373, '5950': 2.487864161122154, '5924': 16.647695163779566, '6026': 12.331339851360822, '3965': 0.46558632054408555, '4716': 0.7882936985928293, '6036': 3.146159079773776, '5800': 3.498641126849924, '3956': 0.9436283854449339, '6094': 0.513512757867503, '6087': 0.8313251341623227, '4161': 7.222676693805802, '5690': 1.455348569833113, '6048': 1.0002901568428308, '4097': 0.9653397266601038, '5723': 1.202189719793529, '5698': 0.12948946984459564, '4189': 0.2604469251486261, '6089': 0.5841377303774626, '5903': 15.079336940566414, '6082': 0.9063641674541549, '3977': 0.3154786390118889, '6058': 4.034670035594468, '3926': 0.09742551098560881, '6095': 0.1957003815726832, '3914': 1.9326332992395105, '6098': 0.4649580892669056, '4168': 7.43955228391653}",3.084452119,
1964-07-01 13:00,"{'5707': 0.05589115158855806, '5796': 0.20872871092314726, '4831': 2.424095988723864, '5130': 2.3746896264767923, '5772': 0.6163351434331261, '5976': 4.667805882258122, '6083': 2.0337044459597435, '5333': 1.2629579833460405, '4127': 3.680689160380761, '5630': 0.16390658439340733, '4076': 0.17578899734536613, '5926': 0.8225525796406148, '3987': 5.355945182030343, '4055': 1.7292865625788565, '6066': 0.3159082687395678, '6058': 0.17188713804010503, '4152': 0.5678238334001804, '4168': 0.17327195325572253, '3923': 2.0429590463011325, '5983': 1.3877264015721738, '5798': 1.4372760089850256, '4716': 0.38457343172757286, '5698': 5.0840597174769355, '3938': 3.576332782147981, '3914': 1.282592610413055, '3919': 2.4460415619906875, '4598': 5.71290897153213, '6098': 2.6470500815002964, '6095': 1.548898535397356, '5715': 6.929528058570966, '3926': 0.9488715889178634, '6090': 3.507722469729563, '6089': 3.9413439212179675, '6094': 5.196731031766616, '6056': 0.17780542619007678, '3996': 0.5428057115109091, '6082': 4.849228325501146}",2.17420878,
1965-07-01 13:00,"{'5279': 0.0015378523233624541, '5768': 0.03138359589236939, '5022': 0.03392305740375523, '4156': 4.076116949847291, '5780': 0.08360123699666633, '6082': 7.468712908714762, '4321': 0.011027547448444697, '3965': 7.956895763929079, '4168': 2.7838272769704058, '5509': 0.03918512670443475, '4114': 0.5559035430337251, '6025': 0.46022366292730404, '6021': 0.06654832481639328, '3920': 8.08173858338601, '4647': 0.6881595027975775, '5903': 0.38105277466834414, '5959': 0.12692093994393872, '3993': 9.11741246123324, '5705': 0.6300376828582115, '6058': 1.6058799260838512, '4029': 1.1075697973757013, '5684': 2.6876871105418614, '5698': 0.17114161666739647, '4092': 4.2269432400046245, '6098': 1.2008765610134418, '3914': 0.35523916473743755, '6089': 0.14664264278775885, '3926': 0.5206643846502681, '5798': 0.11666955055270511, '4159': 1.530495806121423, '6095': 1.970006236938132, '6088': 1.2909011759232556, '4104': 5.154640392140097, '5715': 0.37301914698971617, '6090': 0.030116568013172973, '6083': 18.983141600872216}",2.335162325,
